decision_id,program_sections,experiment_ids,uncovered_reason,evidence_route,covered,experiment_count,cluster,status,blocker_class
DEC-PLT-047,21; 34,EXP-EVAL-008; EXP-PLAT-001; EXP-PLAT-014; EXP-PLAT-021; EXP-PLAT-022,,,Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-048,15; 16; 29,EXP-PLAT-002; EXP-PLAT-003; EXP-PLAT-015; EXP-PLAT-021; EXP-PLAT-022; EXP-PLAT-023,"Collision-class detection is decided by per-filesystem collision behaviour (NTFS upcase, ext4 casefold, APFS blocked), false-positive/negative rates on corpora and detection cost.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,6,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-049,15; 21; 34,EXP-EVAL-008; EXP-PLAT-004; EXP-PLAT-005; EXP-PLAT-006; EXP-PLAT-016; EXP-PLAT-022,,,Y,6,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-050,15; 28; 29,EXP-CONF-001; EXP-CONF-004; EXP-CONF-012; EXP-PLAT-006; EXP-PLAT-021,,,Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-051,15; 25; 29,EXP-LEGACY-002; EXP-LEGACY-010; EXP-LEGACY-051; EXP-PLAT-006,Timestamp precision classes are decided by granularity surveys across filesystems and legacy writers and diff false-change rates (platform and legacy measurements).,"platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices) and legacy domain (program §25) writer surveys",Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-052,15; 29,EXP-LEGACY-006; EXP-PLAT-008; EXP-PLAT-011,Trivial POSIX ACL handling is decided by Linux capture and restore observations and AUX churn frequency on real trees.,"platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-053,28; 34,EXP-CONF-004; EXP-EVAL-008,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-054,15; 30,EXP-CONF-009; EXP-PLAT-011,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-055,15; 21,EXP-PLAT-004; EXP-PLAT-013; EXP-PLAT-016; EXP-PLAT-023,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-056,15; 21; 33,EXP-ECO-019; EXP-PLAT-013; EXP-PLAT-023,,,Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-057,15; 19; 21,EXP-PLAT-013; EXP-PLAT-016; EXP-PLAT-023,,,Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-058,15; 21; 33,EXP-PLAT-013; EXP-PLAT-023,Windows symlink type and privilege handling needs NTFS tests with Developer Mode states owned by the platform domain,"Platform domain (sections 15, 21)",Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-059,16; 33,EXP-ECO-015; EXP-ECO-019; EXP-PLAT-002; EXP-PLAT-003,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-060,15; 17; 29,EXP-CONF-007; EXP-PLAT-003; EXP-PLAT-012; EXP-PLAT-021,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-061,15; 29,EXP-PLAT-008; EXP-PLAT-022,xattr namespace restoration filtering is decided by restore experiments as root and non-root and incumbent behaviour surveys (capture/extraction policy).,"platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-062,15; 21; 34,EXP-EVAL-008; EXP-EVAL-013; EXP-PLAT-001; EXP-PLAT-005; EXP-PLAT-022; EXP-PLAT-023; EXP-PLAT-024; EXP-PLAT-025,,,Y,8,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
