req_id,cluster,kind,requirement_or_question,source,source_location,additional_sources,superseding_authority,supersession_note,implementation_state,implementation_evidence,evidence_state,research_needed,decision_needed,decision_ids,release_relevance,program_sections
REQ-LEG-0042,legacy,OPEN_QUESTION,"SPEC lists per-entry codec choices exported into whole-archive-compressed tarballs as LOSSY and refuses chunk-group-dependent exports that would be correct but pathologically slow, suggesting repack; both conflict with outcome definitions over entries, bytes and metadata. Repo wrapped profiles inherit tar/pax-v1 issues and treat compression as physical transport that never introduces semantic loss.",SPEC,§15.1 L1685 vs §15.2 L1698 [spec-06-0019],"[{""source"": ""SPEC"", ""location"": ""§15.2 L1692"", ""local_key"": ""spec-06-0010""}, {""source"": ""SPEC"", ""location"": ""§15.1 L1683-1684 vs §15.2 L1692"", ""local_key"": ""spec-06-0011""}, {""source"": ""SPEC"", ""location"": ""§15.2 L1698"", ""local_key"": ""spec-06-0018""}, {""source"": ""docs/compressed-tar-export-v1.md"", ""location"": ""§Composition and outcomes L14-17"", ""local_key"": ""docs-legacy-0273""}]",docs/compressed-tar-export-v1.md §Composition and outcomes L14-17; docs/legacy-export-v1.md L95-97,Repo supersedes SPEC §15.2 physical-loss examples: physical choices do not affect target bytes or outcomes.,IMPLEMENTED,export.rs:1233-1285 composition; test indexed_and_stream_physical_layouts_export_identically export.rs:2623-2672,SUPPORTED_WITH_LIMITATIONS,Identify any target (e.g. solid 7z) where source chunk-group structure would carry into export; measure read cost.,"Confirm physical-only differences are compatibility notes, not LOSSY or REFUSED.",DEC-LEG-016,V1_IMPORTANT,8.5; 27
REQ-LEG-0043,legacy,REQUIREMENT,"Complete analysis, compression decisions, framing, target length and SHA-256 and strict re-import are computed before any destination is created; REFUSED analysis produces no bytes; --dry-run performs the same work writing neither target nor receipt; file destinations use exclusive creation, failures remove incomplete output and existing targets are never overwritten; binary stdout is prepared fully before the first byte with status on stderr.",docs/legacy-export-v1.md,§Boundary L20-21 [docs-legacy-0207],"[{""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:404-471"", ""local_key"": ""code-legacy-b-0152""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§Preflight and output safety L58-59"", ""local_key"": ""docs-legacy-0219""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§Preflight and output safety L61-62"", ""local_key"": ""docs-legacy-0220""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§Preflight and output safety L62-64"", ""local_key"": ""docs-legacy-0221""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:994-1000"", ""local_key"": ""code-cli-0094""}]",docs/legacy-export-v1.md §Preflight and output safety L54-64,Crash-safe atomicity pattern is owned by integrity decision cli-output-atomicity; bounded memory by access decision export-and-multi-target-publish-beyond-ram.,IMPLEMENTED,export.rs:404-471; CLI lib.rs:994-1000; test hostile_paths_are_refused_without_target_bytes export.rs:2289-2326,SUPPORTED_WITH_LIMITATIONS,Fault injection during write and receipt creation.,,,V1_BLOCKING,13; 24; 27
REQ-LEG-0044,legacy,OPEN_QUESTION,"A legacy artifact cannot embed a record containing its own digest, so receipt location matters: SPEC convert --receipt <file> writes a separate file but default persistence without --receipt, naming, and whether refused exports still emit receipts are unstated. Code forbids --receipt with --dry-run, with stdout targets (not rollbackable) and equal to the target path; without --receipt nothing is persisted.",SPEC,"§15.3 L1710, §16.1 L1764, §17.5 L1946 [spec-06-0061]","[{""source"": ""SPEC"", ""location"": ""§17.5 L1946"", ""local_key"": ""spec-06-0171""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:964-976"", ""local_key"": ""code-cli-0082""}]",code:crates/entrybound-cli/src/lib.rs:964-976,,PARTIAL,lib.rs:964-976; no default receipt path,INSUFFICIENT,Workflow study of receipt discovery by consumers; refused-export audit needs.,"Default receipt persistence, naming and whether refused exports produce receipts.",DEC-LEG-017,V1_IMPORTANT,27; 32; 33
REQ-LEG-0045,legacy,OPEN_QUESTION,"Bare ZIP/tar exports are strict-reimport validated but receipt v1 cannot express that state or the re-import LAI. SPEC export records also lack tool version, export options, normalisation rule-set version and source PCR/digest present on import records, so deterministic re-export verification cannot be reproduced from a receipt.",code:crates/entrybound/src/legacy/export.rs,crates/entrybound/src/legacy/export.rs:1727-1826 [code-legacy-b-0196],"[{""source"": ""SPEC"", ""location"": ""§16.1 L1755-1764 vs L1739-1751"", ""local_key"": ""spec-06-0060""}]",docs/compressed-tar-export-v1.md §Receipt L57-59 (bare targets keep v1),,PARTIAL,export.rs:1727-1826 (v1 omits re-import fields); receipts record exporter id entrybound/legacy-export-v1 but no tool build version,INSUFFICIENT,Define a reproduction procedure from receipt fields and test it across tool builds.,"Introduce a receipt version for bare targets recording re-import validation, tool version and rule-set version.",DEC-LEG-018,V1_IMPORTANT,24; 27
REQ-LEG-0046,legacy,FROZEN_DECISION,"Every export produces a conversion record (SPEC) with target format/dialect, outcome, source LAI and result digest; the receipt schema is not deferred. Repo: optional external canonical JSON ExportReceipt v1 (bare zip/tar: exporter id, source LAI/AUX/PCR, security counts, evidence summary, profile, outcome, issues, counts, target length and SHA-256, deterministic true, target_encrypted false) and v2 for wrapped targets (semantic and transport targets, inner tar length/SHA-256, strict re-import state and LAI); v2 never reinterprets v1; receipts are outside archive and artifact identity.",docs/legacy-export-v1.md,§ExportReceipt v1 L68-79 [docs-legacy-0222],"[{""source"": ""SPEC"", ""location"": ""§16.1 L1733-1735"", ""local_key"": ""spec-06-0042""}, {""source"": ""SPEC"", ""location"": ""§16.1 L1757-1758"", ""local_key"": ""spec-06-0055""}, {""source"": ""SPEC"", ""location"": ""§16.1 L1763-1764"", ""local_key"": ""spec-06-0059""}, {""source"": ""SPEC"", ""location"": ""§25.4 L2577"", ""local_key"": ""spec-08-0130""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:302-326"", ""local_key"": ""code-legacy-b-0149""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1727-1826"", ""local_key"": ""code-legacy-b-0194""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1828-1929"", ""local_key"": ""code-legacy-b-0195""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§ExportReceipt v1 L84-87"", ""local_key"": ""docs-legacy-0225""}, {""source"": ""docs/compressed-tar-export-v1.md"", ""location"": ""§Receipt L57-59"", ""local_key"": ""docs-legacy-0284""}, {""source"": ""docs/compressed-tar-export-v1.md"", ""location"": ""§Receipt L59-64"", ""local_key"": ""docs-legacy-0285""}, {""source"": ""docs/compressed-tar-export-v1.md"", ""location"": ""§Receipt L66-67"", ""local_key"": ""docs-legacy-0286""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Transform and chunking L181-183"", ""local_key"": ""docs-format-0059""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Transform and chunking L188-191"", ""local_key"": ""docs-format-0060""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:1005-1028"", ""local_key"": ""code-cli-0087""}]",docs/legacy-export-v1.md §ExportReceipt v1 L66-91; docs/compressed-tar-export-v1.md §Receipt L55-67; docs/format-v0.md L181-191,Repo receipts supersede SPEC §16.1 export record fields; receipts are optional files rather than always produced; result digest fixed to SHA-256 only.,IMPLEMENTED,"export.rs:302-326, 1727-1929; CLI lib.rs:1005-1028; test lossy_requires_approval_and_receipt_is_canonical export.rs:2254-2287",SUPPORTED_WITH_LIMITATIONS,Independent reimplementation reproducing receipt bytes; multi-digest need for result digest.,Whether receipts are always produced and whether several result digests may be recorded.,DEC-LEG-017; DEC-LEG-018,V1_BLOCKING,27; 28; 29
REQ-LEG-0047,legacy,INVARIANT,"Generated ZIP and tar bytes pass Entrybound strict import: re-import must preserve entry count, path, order, kind and exact file bytes, and LOSSLESS requires re-import LAI equal to source LAI (else Corrupt EB_LEGACY_EXPORT_TARGET_INVALID); wrapped targets self-validate via stream decode requiring exactly one member and byte-identical tar. For LOSSY only core.executable and core.mtime differences are checked against declared issues.",docs/tar-export-v1.md,§pax and timestamps L55-56 [docs-legacy-0267],"[{""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1356-1410"", ""local_key"": ""code-legacy-b-0184""}, {""source"": ""docs/zip-export-v1.md"", ""location"": ""§Deterministic bytes L53-54"", ""local_key"": ""docs-legacy-0251""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1233-1285"", ""local_key"": ""code-legacy-b-0178""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1412-1445"", ""local_key"": ""code-legacy-b-0185""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:200-202"", ""local_key"": ""code-cli-0085""}]",docs/legacy-export-v1.md L95-99; docs/compressed-tar-export-v1.md L42-53,Spot-checked export.rs:1412-1445 compares only two fields; mechanism decision owned by integrity decision lossy-export-difference-verification.,PARTIAL,"export.rs:1233-1285, 1356-1445; tests zip_and_tar_are_deterministic_and_strictly_reimportable export.rs:2077-2126, compressed_tar_profiles_are_deterministic_compositions export.rs:2128-2187",SUPPORTED_WITH_LIMITATIONS,Property tests comparing full source versus re-imported metadata against issue lists; confirm tar.xz/tar.bz2 re-import in CLI tests.,,,V1_BLOCKING,24; 27; 29
REQ-LEG-0048,legacy,INVARIANT,Frozen v1 profiles are not silently broadened by posix-metadata-v1 or platform security metadata: Symlink and opaque ReparsePoint entries are REFUSED (ENTRY_KIND_UNSUPPORTED) by zip/portable-v1 and every tar profile although tar supports symlinks; a symlink carrying only Windows reparse-original metadata follows profile symlink support plus an explicit AUX-loss issue; frozen tar export is not broadened by native link import.,code:crates/entrybound/src/legacy/export.rs,crates/entrybound/src/legacy/export.rs:512-533 [code-legacy-b-0154],"[{""source"": ""docs/legacy-export-v1.md"", ""location"": ""§POSIX metadata expansion L103-105"", ""local_key"": ""docs-legacy-0229""}, {""source"": ""docs/platform-fidelity-v1.md"", ""location"": ""platform-fidelity-v1.md §Tooling and portability L80-81"", ""local_key"": ""docs-fs-0260""}, {""source"": ""docs/platform-fidelity-v1.md"", ""location"": ""platform-fidelity-v1.md §Tooling and portability L81-82"", ""local_key"": ""docs-fs-0261""}, {""source"": ""docs/tar-import-v1.md"", ""location"": ""§Resource policy and identity L97-98"", ""local_key"": ""docs-legacy-0147""}, {""source"": ""docs/platform-fidelity-v1.md"", ""location"": ""platform-fidelity-v1.md §Tooling and portability L78"", ""local_key"": ""docs-fs-0258""}]",docs/legacy-export-v1.md §POSIX metadata expansion L103-111; docs/platform-fidelity-v1.md L78-82,,IMPLEMENTED,"export.rs:512-533; tests frozen_v1_targets_report_new_posix_semantics_without_redefinition export.rs:2328-2391, frozen_targets_report_platform_security_loss_or_refusal export.rs:2393-2460",SUPPORTED_WITH_LIMITATIONS,Survey release and source trees containing symlinks to size how often tar export is impossible.,Whether a new profile version carries symlinks (frozen v1 untouched).,DEC-LEG-068,V1_IMPORTANT,18; 27
REQ-LEG-0049,legacy,REQUIREMENT,"Export adapters producing legacy artifacts as a declared downgrade are core. Every export yields exactly one of LOSSLESS, LOSSY (declared) or REFUSED (target cannot represent the archive safely or at all) and the tool states which; the outcome contract is not deferred. Repo freezes exporter entrybound/legacy-export-v1, outcome strings, classification (any refused issue gives REFUSED, degraded/omitted gives LOSSY) and dispositions preserved/degraded/omitted/refused (preserved never emitted).",SPEC,§15.1 L1678-1686 [spec-06-0001],"[{""source"": ""SPEC"", ""location"": ""§1 table L58"", ""local_key"": ""spec-01-0020""}, {""source"": ""SPEC"", ""location"": ""§15.1 L1685"", ""local_key"": ""spec-06-0004""}, {""source"": ""SPEC"", ""location"": ""§25.4 L2577"", ""local_key"": ""spec-08-0129""}, {""source"": ""SPEC"", ""location"": ""Appendix B row 15 L2742"", ""local_key"": ""spec-08-0302""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""Status L3"", ""local_key"": ""docs-legacy-0204""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§Boundary L11-18"", ""local_key"": ""docs-legacy-0206""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§Outcomes L31-32"", ""local_key"": ""docs-legacy-0211""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:26-34"", ""local_key"": ""code-legacy-b-0140""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:178-195"", ""local_key"": ""code-legacy-b-0145""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:490-506"", ""local_key"": ""code-legacy-b-0153""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:224-243"", ""local_key"": ""code-legacy-b-0147""}]","docs/legacy-export-v1.md Status L3, §Outcomes L23-32; code:crates/entrybound/src/legacy/export.rs:26-34, 178-243, 490-506",Repo freezes SPEC §15.1 outcome classes with concrete strings and pipeline.,IMPLEMENTED,"export.rs:178-243, 490-506; tests lossy_requires_approval_and_receipt_is_canonical export.rs:2254-2287, hostile_paths_are_refused_without_target_bytes export.rs:2289-2326",SUPPORTED_WITH_LIMITATIONS,Conformance corpus asserting every target and dialect emits exactly one outcome in CLI output and receipt.,,,V1_BLOCKING,27; 29
REQ-LEG-0050,legacy,CLAIM_NEEDING_EVIDENCE,"Export self-validation and strict re-import use default import policies, so representable exports exceeding them (ratio above 1000:1, compressed output or members above 4 GiB, gzip ISIZE wrap, roughly 420k+ entries) fail with an error rather than a typed REFUSED issue; in publish any such error aborts the whole migration instead of a per-target record.",code:crates/entrybound/src/legacy/export.rs,crates/entrybound/src/legacy/export.rs:1260 [code-legacy-b-0179],"[{""source"": ""code:crates/entrybound/src/legacy/migration.rs"", ""location"": ""crates/entrybound/src/legacy/migration.rs:224-226"", ""local_key"": ""code-legacy-b-0210""}]",,,PARTIAL,"export.rs:1260, 1363-1369; migration.rs:224-226",INSUFFICIENT,Stress exports: 1 GiB zero file to tar.gz/xz/zst/bz2; 5 GiB member; 1M entries; observe outcomes.,Whether export validation uses export-specific limits derived from the source EAM and reports failures per target.,DEC-LEG-019,V1_IMPORTANT,13; 27
REQ-LEG-0051,legacy,REQUIREMENT,"gzip transport (RFC 1952, Deflate CM=8 only, fixed 32 KB window) parses each concatenated member's flags, MTIME, XFL, OS, FEXTRA, FNAME, FCOMMENT and FHCRC (low 16 bits of CRC-32) as evidence with metadata bytes bounded, limits DEFLATE output during decode, and checks reserved flags, completion, CRC-32 and ISIZE before accepting output; bzip2 uses pinned bzip2 0.6.1 with pure-Rust libbz2-rs-sys, decodes members independently and checks member/combined CRCs.",docs/compressed-stream-import-v1.md,§Implemented transports L27-30 [docs-legacy-0188],"[{""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:142-213"", ""local_key"": ""code-legacy-b-0046""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:214-217"", ""local_key"": ""code-legacy-b-0047""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:219-236"", ""local_key"": ""code-legacy-b-0048""}, {""source"": ""docs/compressed-stream-import-v1.md"", ""location"": ""§Implemented transports L40-43"", ""local_key"": ""docs-legacy-0194""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§02 L62"", ""local_key"": ""appx-incumbents-0030""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§06 L170"", ""local_key"": ""appx-incumbents-0139""}]",docs/compressed-stream-import-v1.md §Implemented transports L27-43; code:crates/entrybound/src/legacy/stream.rs:142-236,Transport decisions belong to legacy-tar-7z-streams.,IMPLEMENTED,crates/entrybound/src/legacy/stream.rs:901-914 wrapper_limits_apply_before_unbounded_output,SUPPORTED_WITH_LIMITATIONS,"Differential run of multi-member and header-variant gzip through gzip, pigz, zlib, Python gzip.",,,V1_IMPORTANT,25
